faceit_nickname,faceit_player_id,match_id,game_id,finished_at,started_at,competition_name,match_type,game_mode,max_players,teams_size
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-0622c373-da8d-45d4-a4b8-fdffe6157abf,cs2,1777843768,1777841466,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-7eef2355-9a44-4951-aa29-e6dc5a4ca4d2,cs2,1777841120,1777839002,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-23d673e9-6fba-4a9f-aa9a-43d0f81c3e98,cs2,1777838701,1777837220,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-19bcaf81-32cb-49bb-aae3-71b94c0fc1f0,cs2,1777836770,1777834189,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-b4c709a1-2e7e-4871-95f9-7ffb4217758b,cs2,1777833466,1777831067,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-7956bc06-003f-46d7-b49d-dd78dd2ed7d5,cs2,1777828380,1777823621,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-a55a4cb5-e23d-423d-b536-f675ea06eec6,cs2,1777823341,1777821284,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-23a35b23-81be-456a-b100-48efe1eb553f,cs2,1777821079,1777818786,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-6ff1e242-6bc7-49d6-8e67-c9b515dc88a8,cs2,1777815788,1777813774,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-631e250f-c136-4c07-8601-7546ea90dd93,cs2,1777766410,1777764156,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-89d8d2a4-227e-423f-a0dd-958b0f53fec9,cs2,1777763549,1777760758,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-d1efc365-c4bf-4dee-8176-f5a160ccfb51,cs2,1777760380,1777758126,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-221a188a-9e5f-4094-a812-38f9ab0758a3,cs2,1777757451,1777755199,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-6189218c-4d60-41cb-85b7-93f78f61bb1c,cs2,1777754724,1777752193,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-1b21af4d-90bf-4c38-aba7-bad99df125dd,cs2,1777750609,1777748381,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-53092b33-eb36-4623-bce3-238e6c780fe1,cs2,1777747936,1777745461,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-62df01a1-0d8c-4712-a24e-1262b00783b2,cs2,1777745208,1777743758,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-4f87e201-8acb-4b67-84a4-6681c2893441,cs2,1777684799,1777681708,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-b974dc93-218b-4685-ac51-631113d27eb5,cs2,1777680840,1777678165,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-2b952b3b-f336-4e63-a800-8cf588def509,cs2,1777677918,1777675820,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-2e976f80-7e8d-45c3-b20e-290763c17963,cs2,1777675585,1777673309,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-4975dd7d-242c-480b-a9cf-cfec3254031a,cs2,1777597115,1777594786,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-65f6ac0f-124c-453c-b19e-cbc91ddc8fd3,cs2,1777594184,1777592356,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-016f146c-7409-4ff5-8bfe-351135aa7dc2,cs2,1777589413,1777586986,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-f6681da2-5741-430c-8e17-8f4c7198efd5,cs2,1777586586,1777584842,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-38f98175-b3b0-4730-bf92-ab1156ff7027,cs2,1777584255,1777581812,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-44cdb73a-2b8d-4880-be18-ff35a9e28ff0,cs2,1777581326,1777578901,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-494d55cb-4c10-48d0-bff5-a87eed32bc52,cs2,1777578540,1777577248,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-1b026516-dd84-4a40-b464-c7fafba06dfc,cs2,1777576233,1777573850,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-2ce0f9fe-a397-488a-ace9-9d0d9001a1f5,cs2,1777573434,1777570818,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-acff6bf1-1b3e-414a-bd90-67ad4fca0993,cs2,1777545737,1777543674,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-abddae19-846c-465f-a738-13df13c8166b,cs2,1777504541,1777502735,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-6c0f5fea-fe86-4b50-848d-f890403cf5b7,cs2,1777502006,1777500310,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-75a45efe-5dde-4431-a674-e32df48b16c7,cs2,1777497164,1777494547,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-fbab859b-a689-4a35-acc8-f059337474ee,cs2,1777492245,1777490920,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-fe16ac7f-0358-4209-a107-d32ab313a825,cs2,1777490690,1777488709,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-b5933574-5646-4d15-9b97-f9569ff7b15c,cs2,1777488503,1777486061,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-c6db45e9-a0a0-4b3e-ab66-c0ccdbed13a5,cs2,1777485737,1777483760,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-04dc69e1-1741-4bb7-a12d-697efc03536c,cs2,1777415770,1777411605,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-b7ecc071-591e-4fa7-a8f9-8d935464cd06,cs2,1777404583,1777402031,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-ec94ddde-d2d8-44c0-b359-3e2ffaff9eaa,cs2,1777383623,1777381087,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-d1c8dd72-7eee-4d76-ba92-6b4247a340a2,cs2,1777380393,1777377651,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-41fed44a-f3ce-4155-9258-99267153a4be,cs2,1777329106,1777326806,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-678a2380-b9e0-47d4-a750-fb67cf79e984,cs2,1777326595,1777324520,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-b966dfc2-0c10-41a9-8b8e-373d2bf411c4,cs2,1777321641,1777319301,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-8940a862-d561-4316-9b98-0b516c96000d,cs2,1777318529,1777315883,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-377b25e6-edac-4c9b-82a3-317ee008869c,cs2,1777314351,1777312138,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-29f9e043-2ec1-49b9-ab39-efdbd9b45e2c,cs2,1777304538,1777302369,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-885d6d5f-df93-4cc0-977c-1e82b426ef66,cs2,1777240102,1777237568,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-76495940-8204-447c-b4f4-2a33bf37d980,cs2,1777236740,1777234615,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-d2671850-f271-45e4-8c8f-22b37be26217,cs2,1777233979,1777231558,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-12acfe5e-2b3b-4724-ac30-7cd19ae38001,cs2,1777225898,1777224141,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-8acb96d4-7ad0-4eda-a7fd-cf866ab19fe6,cs2,1777220960,1777215928,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-4709debb-c32b-4819-9c76-8cad975e6354,cs2,1777206715,1777204523,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-1c8982d3-850b-4296-b54a-fad845f68280,cs2,1777168842,1777166343,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-8a34a7a7-b700-41f6-89bc-fb7b0d2cb6bd,cs2,1777165490,1777163232,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-e1984a86-0013-4edb-ae48-fd75f22152b0,cs2,1777162878,1777160666,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-8aadaef3-d6fa-4d43-a1f6-01d802e98b71,cs2,1777160206,1777157646,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-e4237236-0710-4621-afb5-d48c9e33c375,cs2,1777157336,1777155087,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-67507a37-5f43-4061-bf6f-3c0f09c4ab62,cs2,1777152775,1777150605,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-6f195e2b-b1d5-4250-9611-dd4882e868d2,cs2,1777123419,1777121029,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-ec7d84c5-851f-4540-b5e2-49560ac9127b,cs2,1777120605,1777118057,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-aae74574-b50f-4fee-b6a1-adfed6009c41,cs2,1777079839,1777078070,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-c0879808-84ff-4e0a-8fe4-f8c43d52ceca,cs2,1777077653,1777075579,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-e7a0d8e9-c5be-4a54-850b-dc1067a88125,cs2,1777075241,1777073277,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-cdd553be-3662-403e-84a2-cbf57fed4372,cs2,1777072917,1777070535,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-2bca7ea4-f846-4f5d-9a0b-83c58a7450bf,cs2,1777069683,1777067532,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-b5b61a32-e712-4c0f-ad14-52d466a5ceec,cs2,1777066595,1777064330,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-2c8e7e07-acfe-452d-8879-bb5efc78ac59,cs2,1777057143,1777055222,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-243ac132-9c3f-4d4f-96eb-cbdc9dbdfdd7,cs2,1777032393,1777028362,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-222e3437-8817-4eb4-98cf-71cf51a20ce0,cs2,1777027691,1777025814,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-a15c5c07-37ac-4f2c-88b8-7ed0b267ff99,cs2,1777025171,1777022857,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-9ec397aa-9551-416d-8117-80361e7d5192,cs2,1776992398,1776990296,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-52c2887a-cc62-4764-9879-66e9dc6042b4,cs2,1776987088,1776983155,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-3b99d1fc-2e75-445c-b438-239dfbcdd985,cs2,1776982220,1776979383,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-f269e238-2830-4a38-94d5-9303bad89658,cs2,1776977878,1776974890,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-71c77457-9da5-4519-b9e2-e1f2c5088fb0,cs2,1776958699,1776956384,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-fb01264d-d467-4e8b-aa7c-c7cbc850edce,cs2,1776955380,1776953739,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-e0f67c5e-f8ce-4ad7-a876-7c55df730bd8,cs2,1776952875,1776950634,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-dac5674a-cd66-4394-9b57-ebbcb4d72027,cs2,1776943646,1776940646,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-0d8d7930-f7c9-405c-bdec-6a562ea9a926,cs2,1776906929,1776904416,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-45d41727-346b-4fa9-9194-6b0550a489b6,cs2,1776904057,1776901716,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-6c1cb85b-3ed8-4b8e-9475-251ebb493afd,cs2,1776899069,1776896683,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-69acbcd8-a444-423d-9220-191820241fee,cs2,1776895150,1776891727,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-aa0a39c6-8b46-47bb-b830-5874238e0bee,cs2,1776888872,1776886186,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-d852e18a-6fe7-423f-a972-1968a32190ce,cs2,1776872382,1776870132,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-34d5cf6e-4a33-4cff-ac3a-0782870e7111,cs2,1776869517,1776867085,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-5dba66d6-d2b0-4f65-b551-b0ee41d133d1,cs2,1776865775,1776862463,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-67eb7662-6f74-418c-8513-0492d82b2699,cs2,1776861911,1776859529,Europe 5v5 Queue,,5v5,10,5
J_a_c_k__,bb46c407-6741-46eb-8c6b-e72b63bee5b6,1-01b7c0b3-7133-49a4-ba33-9611c9e70d86,cs2,1776859108,1776856532,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-55acffd6-c7e1-4e80-b18b-cfa97ea4d0d8,cs2,1778450812,1778448503,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-649abde1-ded9-4bf4-a995-93f62b351136,cs2,1778448302,1778445803,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-0c5d63d8-73b5-4b03-bf6e-bf7bcce0f836,cs2,1778444755,1778441185,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-2d8c7ad3-85a4-4907-b531-2040a4f07c61,cs2,1778440743,1778438033,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-60d8ba28-5e6d-4139-be6d-12e20610408b,cs2,1778437638,1778434953,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-7f77f16b-b425-40f4-89ae-dda9cec45bdc,cs2,1778434499,1778432492,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-e4b64d50-25f1-40dc-b246-0bd54fc7f5b6,cs2,1778432299,1778430292,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-c0078516-15f3-4bc4-8052-d56eb3064458,cs2,1778429415,1778427825,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-ad0f1e4b-cac5-481c-9bf1-01ba9e436001,cs2,1778427684,1778425876,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-4dad9e02-a492-4456-9f99-0e36563dcaab,cs2,1778374388,1778371036,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-d22b06eb-38f9-4d34-8585-187f682106af,cs2,1778370141,1778367872,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-aec36fb5-1dfc-43aa-9c43-3e29de078cd5,cs2,1778367169,1778364697,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-1df83763-312f-4716-bafe-c5a30597d147,cs2,1778364326,1778361453,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-2b466c89-499f-4557-b0ad-630cff568e9c,cs2,1778277886,1778275076,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-dc42c272-e001-4d66-9431-81dcc1c04e96,cs2,1778264363,1778261980,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-9eeb9841-8b80-43b3-9f65-265d8eec876e,cs2,1777926367,1777923463,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-783e877f-b45b-4eae-a0b4-b4dbd782e109,cs2,1777923199,1777920447,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-d791047a-921d-4fc7-b92e-33ad8d1db162,cs2,1777920009,1777917429,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-fc825098-2bfc-40a0-9c22-c51fa6093736,cs2,1777850629,1777848749,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-d962db5b-8d0e-4500-99a7-dd7e9f6e0534,cs2,1777848131,1777845015,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-0622c373-da8d-45d4-a4b8-fdffe6157abf,cs2,1777843768,1777841466,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-7eef2355-9a44-4951-aa29-e6dc5a4ca4d2,cs2,1777841120,1777839002,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-23d673e9-6fba-4a9f-aa9a-43d0f81c3e98,cs2,1777838701,1777837220,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-7956bc06-003f-46d7-b49d-dd78dd2ed7d5,cs2,1777828380,1777823621,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-a55a4cb5-e23d-423d-b536-f675ea06eec6,cs2,1777823341,1777821284,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-23a35b23-81be-456a-b100-48efe1eb553f,cs2,1777821079,1777818786,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-631e250f-c136-4c07-8601-7546ea90dd93,cs2,1777766410,1777764156,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-89d8d2a4-227e-423f-a0dd-958b0f53fec9,cs2,1777763549,1777760758,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-d1efc365-c4bf-4dee-8176-f5a160ccfb51,cs2,1777760380,1777758126,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-221a188a-9e5f-4094-a812-38f9ab0758a3,cs2,1777757451,1777755199,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-6189218c-4d60-41cb-85b7-93f78f61bb1c,cs2,1777754724,1777752193,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-885d6d5f-df93-4cc0-977c-1e82b426ef66,cs2,1777240102,1777237568,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-76495940-8204-447c-b4f4-2a33bf37d980,cs2,1777236740,1777234615,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-d2671850-f271-45e4-8c8f-22b37be26217,cs2,1777233979,1777231558,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-e1f1bb4d-a006-47e8-af51-c3a3a0f22ef7,cs2,1777230857,1777228057,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-12acfe5e-2b3b-4724-ac30-7cd19ae38001,cs2,1777225898,1777224141,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-02163a04-ff76-4429-86ee-07db57e298c2,cs2,1777223629,1777221801,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-1c8982d3-850b-4296-b54a-fad845f68280,cs2,1777168842,1777166343,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-e1984a86-0013-4edb-ae48-fd75f22152b0,cs2,1777162878,1777160666,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-8aadaef3-d6fa-4d43-a1f6-01d802e98b71,cs2,1777160206,1777157646,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-e4237236-0710-4621-afb5-d48c9e33c375,cs2,1777157336,1777155087,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-b1c7192d-e650-4c0e-aef8-5e083c6d67e3,cs2,1777154654,1777151524,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-4004561f-e798-4158-a929-cfdbeac0a8aa,cs2,1777150622,1777149189,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-ec423de3-c8ae-4277-8e5b-0e203332761a,cs2,1777148387,1777146178,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-dc7fde06-e0b9-40e0-ba65-4f3f347e10d7,cs2,1777129417,1777127269,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-b77e8804-0402-4181-8e15-7f92152f9302,cs2,1777126833,1777124499,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-6f195e2b-b1d5-4250-9611-dd4882e868d2,cs2,1777123419,1777121029,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-ec7d84c5-851f-4540-b5e2-49560ac9127b,cs2,1777120605,1777118057,Europe 5v5 Queue,,5v5,10,5
Lag_404,c70b8e94-59b2-4533-abaa-41ad0c1b60f9,1-2bca7ea4-f846-4f5d-9a0b-83c58a7450bf,cs2,1777069683,1777067532,Europe 5v5 Queue,,5v5,10,5
